,year,Offence count,Income
0,2012.0,114917.0,714914.0
1,2013.0,108699.0,731206.0
2,2014.0,103574.0,755176.55
3,2015.0,107639.0,777805.86
4,2016.0,109863.0,812509.75
5,2017.0,103477.0,841948.72
